Text,Sentiment
Waheguru mehar kare vr tere warge gayeka nu hor taraki mile chardi kalla ch reh vr,2
Waheguru mehr kre vre sunn ke akha ch panni ah gia,2
Salute aa veere dilo ehje geet likheya karo te Gaya karo ruuh khush kar te,2
Bhot kaint channi nattan viree khadku life cirraa,2
Vr dil nu lagde tuhade gaane,2
Ehto preh kuj nai huna jattaa sirre la ti gal yr,1
Bai jeonda vasda reh rab tenu hor vi jyadiyn trakiyan bakhshan bhut vadia song aa vire,2
Sikh veeroo  sama bohat kharab chalda veero ikathee unity rakhyeaa kroo amrit shakoo singh sajooo veerooooo,1
Sikh kaum shera di kaum is laye puri Duniya jande sikha nu,1
Chaki chalo jatto khich k kam,1
Paji akha vicho hanju a ge sun k,2
Vere mainu mera pishla janam yaad aa giya,1
Veer ji main aj sawer da ahi gana Suni ja reha akhan cho hanju nai rukhde  Punjab yaad aunda maa de hath di rotiyan khan nu dil karda,2
channi nattan veer teri sari team nu salute aa baikhalistan zindabad,2
Dhan jigra v ohna maava da,2
Aaaakallllll,2
Na samjh ske meri raha nu Kon rok lau dariyavan nu Ban lagde hunde nehran de,1
Sare pase sidhu sidhu hoii pai aa,2
Dil da ni mada tera Sidhu MOSSEWALA ,2
Ma pakistan sy hu sidho bhai ham apka sary song sunty ha Full volume kar,2
Ssab da baap I nsaaniyat Ddabda kese toh ni Hhimmati banda Uuppar ale da sacca,2
Hlo sidhu veera ma tuhada bahut vdaa fan as love you,2
Ik din in langda sidhuu tan hitt aa jind jaan aa pehle din ton e tibbayan da putt ta daily bajda e aa speaker te,1
ch kon kon sunn rha mera vaag,1
Sari umar tade nal a paji,2
Bhai yr apki rees nhi koi sch me dil se bohat saara Sneh or pyar,2
 ji Swaad liya ta Saanu Maan Aa tuhaade te,2
O Mardi jatt di hint kude,1
Nam hai Sidhu  aj phaty chak len de,1
Morning uth ke kon kon sun reha ji like kro ji,2
pta nhi rab kedeyan rangan vich raazi,1
Bhai di last line dil to gal gi yara Like to bnta h yar sidhu bhai k liye,2
m song son lea thda eyy,1
boht khant,2
Ghaint banda yar sidhu bhai krdo like comment nu,2
Na samjh ske meri raha nu Kon rok lau dariyavan nu Ban lagde hunde nehran de,1
kal da geet kiven lageya,1
After jatt hunde aaa kedaa fer,1
May vich kon kon sunda aa,1
Kon kon song nu india ch trending no te dekhna chaonda hai like here,1
Kon kon  aprail  nu lockdown vich dekh reha he ,1
Dil da ni mada,1
Veer yakeen Kari Mai kabutar bazi Da shoq a Mai shoq karda video bnauna kabutara Di sab video veer tuhade hi song chalde nay Jio veer ,2
Apne apne pind nu pyarr karan wale like karan,1
ehhh song to baad ta hater fan ho gy bhut sare,1
Bhut Sohni Video Bnaayi Aa Ek Like Video Dricter Lyi ,2
pyaar hai tu taa mera luv u,2
Jina  wari sun lya like thoko,2
Sidhu bhai tuse great ho jary tady fan ae o fan tady e bss ran dy bhai no tension love u bro ma apko zaror milo ga mane kafi jga py comments kiya ha apko milna zaror ha ae bachy tady fan nhi la sak dy veery,2
Jatt patt ch koi fark nhi krda Pawe darm ida sikh ah Hzara ch kai firde ne Prr  arba ch ikk ah,1
tote udd gye dibaang kee,0
bhagwant mann zundabaad ,2
punjab da sher ,2
u paid media,2
Bhagwant mann g we with u  ch Aap di sarkar bnu gi shi ans dite eine ans koi bjp yah cong vale de ka dekhan,2
Ahe sara knowlge lain nu phirde a teri,1
sare  beth jao man ekalla he kafi a tuhade wargea jhoothe loga wasty,2
bhagwant maan zindabad ajji jintna marzi tang kar loo ekk baat hamesha yaad rakhna ke bhagwant maan jo vi kar rha ha  woh sachye dil se kar rha ha,2
J himmat aw ta modi ko pucho us ne Jhooth  Kitna bola,0
Mann good fte janda chaki dili jit li punjab ch jit pik so good bless you mann sab ji,2
Sukhbir badal to puchde ida de questionohna to ta kde kuj puchya nehun ta sache bande nal khad je mediaaam admi party inda baad,0
Bhagwant ji chak do fate,2
Tusi keh riha astifa de den ke li agle ne mehnt ki a tusi jo kugh kr rhe ho tuhanu khe koie astifa dedo tusi be munad svalo me oljate a ki tusi astifa de doge,2
badal nu v bithao ethe ohnu v puch saleya jine iljam os te ne media v vikeya hoya sale kutte lok,0
CM banu sada Bai ,2
Attt Ghainttt jabardast Sach kadwa he hunda ,2
aap party chor party aa,0
eni wadiya wadiya gallan karda ya tainu sharam nai aye sharab pee ke gurudwara sahab chala janda ya khujliwal de tatte chat chat ke tu jattan di besti karti  saal hogae tainu power ch aye nu te tu  ambulance ditiya te tu kahnda ya ke punjab badal doge saaleya tetho sawala de jawab dite nai jande anchor puchda kuch ya te tu kahnda kuch ya tu punjab da haal delhi to vi marda karta tere te tere peo kejriwal te thuuu ya saaleya,0
tusi daso kuteo kine ch ch vike o  Bund ch dam hai tan sukhbir badal jan bjp Mp ton push sakde edan de swaal,0
Jio bhagwant maan,2
Fuddu media reports,0
Salea dangra jia tu kon baghwant mann bare bakvas krn wala ,0
Sala bevkuff ja,0
Aa koun se paterkar aastifa dene ki baat kar Bhagwant mann jindabad hero,2
poem kaim c  bhagwnt  di,2
Chanle unfollow kro eh sale bikau aa sare achor,0
bagwant maan sadi dila bich aa  mm harayana to aa sadi dela bich basda maan,2
sharm krlo media aalio sher nu gidhar gheri firde AAA badal nu ve  pucho swal  himmat haigi shame on u Ind media,0
app patarkar kus vi nahi kar sakde ser ka,1
Sarm kro kute o sade maan nu keh rhe o,2
abp walo tum sari taqut lagga loe jitege aap wale hai,2
shrabi bhagwant maan j tu shrab ni peenda fir guru granth sahib d hajoori ch q gya c jitho jutiyan kha k niklya,0
Badtmeej anchor,0
v gud bhagwant muh band krte sarea de,2
dibang nu modi mileya lagda,1
nri da sher mann di punjab de sher captain  ne tapu lava ta,2
terri vi baarri chetti ayegi,1
eh ABP news wale tan BJP de kutte aa Hun nai gal banni kuteyo laalo bunda wala jor  ch,0
inaam ta le hi liya bai ne,1
aap jinda badd,2
fudu bnda ek din bhut rona es na,0
Mann zindabad,2
Bhagwant hamare dil mein hai,2
changi sajish rachi maan,0
Eno ne kabi Modi say kyu nai sawal kya,1
Saram kru badal de kuttyoooo pese khane sale,0
dekho g shrabi da Ki haal kita abp waleya ne,1
Sada maan galt ni ho sakda,2
sale nu bolne ka ni pta kutaaa sala bjp ka,0
tu maan nal kudi di sahdi karni aa,1
Yaar naale peen nu Bani asaare peende aanaale es mere saale nu ki problem aa bhagwant veere asi tere naal aan bas ik vaar es Punjab nu murh pehlan waala Punjab bana deRab tenu lammi Umar develove you Bai,2
Ehde juttian maaro  te ginoo,0
Wah maan Saab Punjab thude nal aaehnu kehnde aa punjabi,2
vikau media sare chanal vikau ne ehh swal kise congress ja bjp wale nu ta ni krda ni koi sare drnde ne sale bjp to gnda media ho gya ehna nu goli maar deni chahidi media walya nu,0
fukra amateur politician ghughi wat lai jad swaal pushda oo scared boy,0
Vakil Es da karibi ha,1
Bhagwant maan nu inam nhi punjab khush hal cahida h na ki koi mantri da odha tusi sare dusri party de naal mile hoye ho thonu thode channel da naam bjp ya Congress rakh laina cahida h,2
Viro sach dsa te apne kol bss ehi moka ae Soch samaj k istemaal kreyo vote da Darru yaa nasheya yaa bhasnaa de pishe na lag jaiyo Bhagwant maan sachi sacha banda ae ,1
kidan Da media yrr salyo Thonu MP nal gall krn Da ta pata nee sala bikao media,0
dibang teriya neriya lia da ge je punjab vadia,2
one of the most fudu interview by dibang  jina is bhagwant maan nu bol dita kise hor leader nu keha hunda ehnu gayab kra dena c baki press conference v dekhiya ne bakiya vare tn kade bolya ni please ik aasa interview sukhbir badal di karo phr dekh de aa ki ban da thoda,0
Anchor apni duty vadia tarikke naal  kar reha os nu karna chahida but os nu har baar karna chahida es gal di parvah kitte binna ke sahmne kon hai Jo ke jyadatar reporter nhi karde,0
yeh chutiya hain,0
salyo badal punjab khaa gay Sade Munde Mari jandya nashya nall o lok Thode lai Sahi a sale jhuthe lok,0
Anchor de jutya maro sale de,0
dibang modi da chamcha,0
pagal anchorjai shakl shoni nhi tan gal tan shoni karkudiyawan kala pant cot paak aaya hai gaal karan di tameez nhi kudiyawey nai pant coat di v besti karwati,0
Punjabi sher zindabad,2
pehala oh  sutta c,1
Kadye Modi nu ja kapten nu v bula k Pushlo,1
Srab pinda kon nhi je bnda srab pike bhi shi kamm kr riha ta ki nale srab pike subh das bandeia de ansar nhi de skda tusi srab dekhde ho odarn bhole nath bhi bhang pide c ki ohna di tpasia da fll ohna nu nhi milia tusi tpasia dekho srab nhi,1
Vikau mediaa,0
oh bacha  c  jiss ne passe ditte,1
badal nu pusho tuse saleo chitta sale karda dale,0
Fukriana marnia band karo notankibazo,0
Only jhooth bol raha daru ch surat ni hundi,0
Vikaau  media,0
punjabiya nu koun chup karvauu,1
Agar AAP pujab ch aa gayi tan Pakistan ch reh lavange yah Canada ch pher ghar alayan to puchhange kithe hai development Adda Daru da khool gayega vidhan sabha ch Tutak tutak tutian nal chuan nahi banna bhai Drame baaj nahi,0
Paji ki kariye pareshan ho gaye haige ena up biharian to Main Jalandhar ch rehna haiga ethe ta gand paya hoya enane Sare bus driver sabji wale fruit wale rikshe wale schools colleges ch sare chaprasi diyan naukriyan bhi enane mar layi haigiyan hai Ludhiane da ta hor bhi bura haal hai Assi Punjabi log hadd to zyada liberal haige,0
prestitute media,0
Bss captain saab Lockdown badayie jande Pr jina nu Cheeza di lodd h Oh v ghar ghar den Bank di EMI rukvan ,1
ghtnte ch ghnta fadd lao,0
Fer drama Ho giya yaar,0
Kise date to applicable hou,1
Police station me Kam kdo shuru honge,1
Agar factoriyan nahi chliya ta es haramjade caption da ser khana lokan ne paise nahi h loka kol ea haramjade kute nu kho factoriea chalao tahi pasie aange es harami nu kaho kute kameene,0
Haha   Saab Kuchh Te guts rakho,0
Jaan hai te jhaan hai,1
Loka de ghar paise devo Bina paise de koi cheez mildi hai Pade likhe murakho,1
Jo private job krte h uhna da ki houga ohna nu ta salary v nhi milni,1
veer ji pg chandigar akha de opd khulan bar v imejantly daia jave ji,1
ghanta ran niti aa kanjra di rabb krka tenu hoje corona captain gandiya olaade lutt ka kha lya tu Punjab nu marje tu salya,0
lokan kol paise hi nahi h ta dukana ch tuhada ser khridna,0
Bhain chodi cm di faudi da tampu sala,0
Captain hill gaya corona  ho gya captin  nu,1
punjab lyi ki kitta sarkar ne kush nhi  hajje hee time hai jahde maade bnde h ohna di hlp krdo dilon te tuhi krni ni show off lyi hee krdo,0
ghante lai Kon Kmm Te rkhu Sanu Keptan Saab,1
Modi di maa di lunn sala kutta dallaa haraamjyada pen dya yaraa ajj naa si kall ta kholnaa hi pauga teinu lockdown,0
Modi te Captn Desh te punjab di machod k rakhti modi di cutting karan nai ghere aunda haiCaptn kol videshi darupakistni bvia han es nu ki preasani hai loki bhukhe mar rehe Hanelection de vich Captn nu sabak jarur vakhio,0
Bhan di lann cm di,0
Yr fukkra bnda ni haiga  eh ta sira bnda simple,0
Love you singga vir,2
Best moment head cover krn lyi hath rakheya fer gurpurab di wadayi diti,2
Singga is awesome aa thuhadi look singga ji killer look aa,2
Love you singga veer,2
Veer nu full support kro yr koi akkad ni rakhda veer hora wangr plzzzzzz support kro bhrawo te behno,2
te guru de lyi pyar dekh ke love you aa,2
Una nu das di singga bolda,1
Love you singge veer god bless you khndd veer mai thodda bahut bada fan aa veer love you singge veer rabb tainu hamesha khush karkhe,2
Simple bnda ae,2
i love his voice  dil da innocent aa singha i know Waheguru ji sareya te mehar bhareya hath rakhan,2
ty guru da pyr ditaaa,2
pishe  pishe to Dekho,1
Att brother,2
Sachi vr hamesa alag cheez kadde oo love u vr hit like for singga,2
Sisters bhi sundia tohanu veere,2
Nice singga bro,2
So sweet singga g,2
Singga awe ni bolda,2
Singga veer love you,2
menu iddan kyu lagda v jo interview le reha ohh darea hoea  baichara dar dar ke swaal puchhda,1
caption shld be suno ki bol reha singga instead of dekho ki bol reha singga,1
ghaint bnda,2
Attt a singga veer,2
Veere singa jina reellife ch fukra lagda real life vich ona simple te sober va i love ur simple saba,2
Jatta tanu big boss vch a jana chahe da,1
Veer ji asi kudiya v tuhade song bht pyaar naal sunde awgod bless u veer jiiii,2
Movie  Maaf kro pra,1
Bohat Vadiya singer va singga bhai,2
Jaan asi tere  fain awww,2
Eh sala nasheri aehnu kuch nai pta lagda ki bolda rendajere ehde close a sab nu pta ehdaeh sala reprter v paise de k liande nai tah sala lagda eh reporterbaki veere nashere a eh galti malti maaf krdeo ehdeehnu aap nu nai pta ki un shun bolda ehkere gal kiteh di kiteh var dindajida jana muh ch c le lia piche ohi haal ehda binge dabinga bolda veerechannel a reha mitro BINGA BOLDA VEERE,1
Banda wad k meet khande h e   mar dene wad dene h dada v naal h harek hi ehi samjda h ki o bot wda badmash h,1
Thodiya example boht hi vdiya hundiya aa  gg,2
Akhir te chanel vala ki keh gya ohne kithe keha k akali sikh kom nu badai hovy,1
Galbat de andaaz te lafza ton pta lgda aa k kinni k mehnat kiti hoi aa,2
Love u singga tuc mere favourate o,2
I love you  meri jaan putt,2
Nic bro parmatma sahi krda Jo krda,2
Sinnga bhai jewandha ry Rub tarkeyan baksy,2
Singga kenu vadhiya lagda aaa bere,2
Me y nu fukra samjda c yar eh ta banda heera niklya sahi bolya zma,2
Desi aa bnde atttt,2
Juttiya  vajiya  salyaa tere batale  vich yaad aaa ke nhi,0
singaa da mukabla nhi hona kise tohbhai ka nature hi alag h sbseno attitude no akad only khdak da h veer to,2
Aa ki dekho singga ki bol reha veer kyu eda pagal bna rhe lokka nu eda da te kuch nhi boleya sale fake nwse pake view bna rhe sale fukre,0
Tem ta pitbul  Ch b tusi se k Hath phad k frez bhancho fellinga Ki se o sun oye mai dasda insana ute expremant ni krde sidhe surag dakde aahoo  aproch aj tusi duawa kr rhe ho labiya umara di unadiya  kl ravan k pujare se  ,1
singaa bolda  patandro  cool  lip naa laya kro,1
Sala fukra,0
SALA badnaam group da bhenjodaaaaaa bund paar dinde begane putt gandi sakal wala lan,0
pagal sala,0
Fukra,0
Att veera,2
chita jeada la leya jo nak su su kr rea,1
Shaa Gaya Lala,2
Yr asi ta ena dekhde hi ignor kr dene a tusi hi niwas wale sir te chda ne o,0
Aj de time vch singga nu koyi like ne krda bas time aia gia oho galhy time ta sidhu da hy jo chlda rehna,1
Fukrraa meraaa salllaa,0
Sala  amli,0
Enna nu ki pata singing kinu kenda  sala fukra,0
peeti hoe grunted,0
Saleya ne mera balate wala commet delate krta bhenjodaaaaaaa ne singga di pol kholi c main sale singga de tattttte bande amli de bhenjod kuuutteeee cooollllip da ashiq gandi sakal wala lun,0
Salia koi chajj da swaal v Kar hahahahaha badnaam group,0
Mainu te sala di sakal ni chandi lagdibabbu maan jindabaad,0
Simgge tu fuddu c fuddu hai te fuddu hi rhega putt tu meri gand da wal aw jerra swere shaam poti ch libbrr da ok poti marka,0
Yaar lok Punjab de ene fuddu hoge v ehda ik v song fukre da badnam   yaar Punjab kinna fuddu hogiya kiho j ena fukrya de sunde o,0
Fuddu saala,0
Elly ustaad att aa Jd ustaad ne keh dita bengan tan bengan hi aa,2
Evi fukk skai janda reporter ja Assi ta fan heni ehde lun j de ,0
Sala bol da kidaa chooda hoke fuddu bnda sere daa,0
Teri bund ch singggg dena teri movie ni chl ti lodu,0
chutia channel chutia host this is how you treat your guests bc,0
Pehla  bohemia  ne  besti  kitti  is  channel  de  hun  imran  ton  krwaun  gey,0
Editor di bhain da pakora,0
fuddu saale ABP ale  ik Banda j singing line de sahi gall kr ria e ABP vale sale hor e tune lai jande a,0
Imran jeha singer me kadey ni vekhya Hes style is superb,2
lakh  di lannat ABP nd host,0
Iss kudi nu lagg reha hai ke ene bohot wadiya kamm kitta  appne wallo iss kudi ne bohot koshish kitti Imran di besti karan di Par ho besti iss di aapdi gayi ,1
Te meri advise hai channel walleye nu  ke background ch buzzers baja ke befaltu ch manna ch zeher na pawo think logically,0
best singer imran khan kch bhi keh lo imran khan is the best,2
tuhanu interview lein di akal haini tusi funny sounds paake ki saabit krna chahnde hai he is telling the truth,0
saale abp sanjha vaale kusse bande aa saale beazti krn di koshish krde aa artist the yo yo di bond chukkan nu firde saale pehla bohemia fir ik kusse saale pr iss ch ik nu v kch khaas gall nai aa rhe c,0
Abp sanjawo foreigner heto bhi Acha bol raha heyo know he very talented guybakavas channel,0
ummahlove imran reporter de do chapedaan maare,0
Lanat vaee channel ty,0
Ye ABP News World Ka Sabse Bada Chutiya Channel H,0
Fuddu host no sense how to talk with an artist,0
Banda kihne vadya jawab de rhya Dil khush krta Pakistan di punjabi bahut vadya lgdi ,2
Te behan di lun ABP VALIAN DI ,0
Ene talented singer Kolo anchor nu question hi puchne Nahi aye,2
middle finger salute to ABP MANJA for trolling IMRAN KHAN,0
chotya hai sala chanal wala bazer dabata hai its not comedy show,0
NewS ki maa ki choot mn charpai rekh ky coma mn chala jaon ga mn jaw sound effects lga rhy,0
boht vdiya gal kahi Imran pajji,2
background te ki c pagal,0
Ye gandu channel Madhrchod aise interview lete hain kya bhosadi chod,0
Why playing those fuddu buzzer sounds Shame Tahira and ABP,0
aa babar sher aa,2
imran craaa aa tu brooo  sai gll khi punjabi singra kol dimag ni nle bro sach a honey singh ne tera style copi kita sara,2
Kudi bewkoof sale talented bnde nu badnaam kr rhe ne sale chor,0
abp wale fudu,0
tu stage te chad ne sakdaa fuduu salaa ehde interview lea kyui,0
Kaint Banda,2
I really love anchor,2
Tera level ni ldki imran khan ka interview krne ki  honey singh di chamchi,0
Abp waley chutiye Bkl ,0
haraaam jaadi tu reporter kyu bani aa har koi kuch wi kari jaanna,0
Pain Yuk ABP aale phuddu media Imran Khan is legend,0
Background effects ne imran khan di gallan di bund maar ti,0
Ye wahi banda c jo Honey Paji ko ni janda,0
Fuddu reporter,0
hahaha anchor di te maa chod k rakhti aa,0
Imran bhai Tussi great ho Love u Ur really singer,2
Baaki sab bakwaas hai Faltu news channels,0
Reporter kurhi pagal aa  Nale Imran Khan is right somewhere Nle eda guest bande di bezati ni krni chahidi  Punjabiat di bezati is vich,0
Video editor di vi pen nu lawan lun  twade host vi chutia hi hege ne oye apna cmnt section bnd kr deo avien free Che awaam kolo zaleel ho rahe ho,0
